Date,Cloud Fraction,Date(Gregorian)
1/4/2006,0.349377642,432
1/5/2006,0.362072977,433
1/6/2006,0.343142992,434
1/8/2006,0.32915611,435
1/9/2006,0.285009905,436
1/10/2006,0.305042697,437
1/11/2006,0.273505566,438
1/12/2006,0.320040618,439
1/13/2006,0.271260184,440
1/14/2006,0.337655738,441
1/15/2006,0.31726325,442
1/16/2006,0.306098673,443
1/17/2006,0.360424551,444
1/18/2006,0.346319504,445
1/19/2006,0.336527319,446
1/20/2006,0.273412218,447
1/21/2006,0.302802307,448
1/22/2006,0.282515371,449
1/23/2006,0.294730811,450
1/24/2006,0.304320925,451
1/25/2006,0.302090206,452
1/26/2006,0.341936998,453
1/27/2006,0.301829481,454
1/28/2006,0.311483974,455
1/29/2006,0.296726716,456
1/30/2006,0.305923842,457
1/31/2006,0.331800725,458
2/1/2006,0.299459728,459
2/2/2006,0.338806696,460
2/3/2006,0.277510805,461
2/4/2006,0.363078915,462
2/5/2006,0.366290155,463
2/6/2006,0.377479556,464
2/7/2006,0.342049066,465
2/9/2006,0.312947563,466
2/10/2006,0.318029935,467
2/11/2006,0.362533264,468
2/12/2006,0.308487078,469
2/13/2006,0.368647898,470
2/14/2006,0.32334433,471
2/15/2006,0.305654961,472
2/16/2006,0.28318991,473
2/17/2006,0.299026408,474
2/18/2006,0.300700297,475
2/19/2006,0.265751473,476
2/20/2006,0.329763344,477
2/21/2006,0.265109644,478
2/22/2006,0.281506913,479
2/23/2006,0.241396822,480
2/24/2006,0.307296734,481
2/25/2006,0.307859111,482
2/26/2006,0.313272676,483
2/27/2006,0.349161276,484
3/3/2006,0.286769271,485
3/4/2006,0.302190844,486
3/5/2006,0.267876024,487
3/6/2006,0.292683059,488
3/7/2006,0.296344035,489
3/8/2006,0.303235094,490
3/9/2006,0.272380602,491
3/10/2006,0.316223416,492
3/11/2006,0.261919458,493
3/12/2006,0.315034584,494
3/13/2006,0.290814504,495
3/14/2006,0.282582869,496
3/15/2006,0.335662911,497
3/16/2006,0.285652545,498
3/17/2006,0.359346514,499
3/18/2006,0.306830004,500
3/19/2006,0.338112058,501
3/20/2006,0.295730308,502
3/21/2006,0.292697724,503
3/22/2006,0.336769617,504
3/23/2006,0.339653789,505
3/24/2006,0.339019694,506
3/25/2006,0.303161248,507
3/26/2006,0.365570077,508
3/27/2006,0.273604811,509
3/28/2006,0.276884264,510
3/29/2006,0.310905411,511
3/30/2006,0.299072865,512
3/31/2006,0.317445154,513
4/1/2006,0.270935946,514
4/2/2006,0.291825601,515
4/3/2006,0.264025832,516
4/4/2006,0.334105179,517
4/5/2006,0.303704015,518
4/6/2006,0.341879209,519
4/7/2006,0.360336958,520
4/8/2006,0.297840912,521
4/9/2006,0.329915662,522
4/10/2006,0.30239703,523
4/11/2006,0.309055696,524
4/12/2006,0.29359663,525
4/13/2006,0.230151403,526
4/14/2006,0.258425802,527
4/15/2006,0.337548828,528
4/16/2006,0.387187306,529
4/17/2006,0.392063961,530
4/18/2006,0.391359844,531
4/19/2006,0.325520623,532
4/20/2006,0.312116106,533
4/21/2006,0.253143817,534
4/22/2006,0.267198963,535
4/23/2006,0.311106974,536
4/24/2006,0.304616405,537
4/25/2006,0.331562055,538
4/26/2006,0.278728388,539
4/27/2006,0.282698231,540
4/28/2006,0.255324195,541
4/29/2006,0.287937613,542
4/30/2006,0.293567194,543
5/1/2006,0.317116705,544
5/2/2006,0.308175201,545
5/3/2006,0.286077233,546
5/4/2006,0.350056716,547
5/5/2006,0.3011262,548
5/6/2006,0.340052942,549
5/7/2006,0.302717664,550
5/8/2006,0.313881003,551
5/9/2006,0.292856767,552
5/10/2006,0.317863341,553
5/11/2006,0.302098749,554
5/12/2006,0.2385544,555
5/13/2006,0.235993788,556
5/14/2006,0.228696581,557
5/15/2006,0.257612744,558
5/16/2006,0.256622082,559
5/17/2006,0.31723412,560
5/18/2006,0.261462385,561
5/19/2006,0.306550549,562
5/20/2006,0.321392764,563
5/21/2006,0.329250375,564
5/22/2006,0.309187089,565
5/23/2006,0.327834036,566
5/24/2006,0.351538813,567
5/25/2006,0.307646462,568
5/26/2006,0.256380302,569
5/27/2006,0.235705031,570
5/28/2006,0.245437035,571
5/29/2006,0.269883944,572
5/30/2006,0.262024227,573
5/31/2006,0.283690061,574
6/1/2006,0.29829858,575
6/2/2006,0.257068635,576
6/3/2006,0.257932964,577
6/4/2006,0.332588301,578
6/5/2006,0.354928358,579
6/6/2006,0.265099954,580
6/7/2006,0.261732565,581
6/8/2006,0.266406751,582
6/9/2006,0.257157416,583
6/10/2006,0.309682442,584
6/11/2006,0.345866148,585
6/12/2006,0.301974051,586
6/13/2006,0.269310499,587
6/14/2006,0.28548412,588
6/15/2006,0.239695695,589
6/17/2006,0.247917367,590
6/18/2006,0.252247272,591
6/19/2006,0.264502595,592
6/20/2006,0.239813493,593
6/21/2006,0.269742787,594
6/22/2006,0.253170503,595
6/23/2006,0.259143726,596
6/24/2006,0.275853683,597
6/25/2006,0.275554512,598
6/26/2006,0.293075125,599
6/27/2006,0.255435251,600
6/28/2006,0.274714126,601
6/29/2006,0.275079021,602
6/30/2006,0.263747767,603
7/1/2006,0.247382026,604
7/2/2006,0.26534265,605
7/3/2006,0.310510691,606
7/4/2006,0.294585832,607
7/5/2006,0.275172484,608
7/6/2006,0.259152665,609
7/7/2006,0.234679534,610
7/8/2006,0.252140881,611
7/9/2006,0.221086377,612
7/10/2006,0.243046227,613
7/11/2006,0.248412522,614
7/12/2006,0.237847481,615
7/13/2006,0.222958493,616
7/14/2006,0.245434355,617
7/15/2006,0.234527825,618
7/16/2006,0.235359286,619
7/17/2006,0.256998961,620
7/19/2006,0.229528797,621
7/20/2006,0.20454886,622
7/21/2006,0.227063427,623
7/22/2006,0.235878036,624
7/23/2006,0.214738463,625
7/24/2006,0.220945406,626
7/25/2006,0.204252243,627
7/26/2006,0.236498922,628
7/27/2006,0.230313001,629
7/28/2006,0.263063618,630
7/29/2006,0.269693442,631
7/30/2006,0.248237156,632
7/31/2006,0.280755836,633
8/1/2006,0.218582821,634
8/2/2006,0.266361467,635
8/3/2006,0.213574308,636
8/4/2006,0.222952366,637
8/5/2006,0.201783174,638
8/6/2006,0.217674622,639
8/7/2006,0.188706882,640
8/8/2006,0.212452978,641
8/9/2006,0.205456113,642
8/10/2006,0.234950959,643
8/11/2006,0.243441471,644
8/12/2006,0.222403705,645
8/13/2006,0.228880194,646
8/14/2006,0.227555874,647
8/15/2006,0.25473743,648
8/16/2006,0.280157926,649
8/17/2006,0.276944898,650
8/18/2006,0.258779214,651
8/20/2006,0.2766996,652
8/21/2006,0.237016509,653
8/22/2006,0.250283142,654
8/23/2006,0.240021017,655
8/24/2006,0.207124692,656
8/25/2006,0.204356323,657
8/26/2006,0.213955419,658
8/27/2006,0.26480939,659
8/28/2006,0.260049754,660
8/29/2006,0.236972697,661
8/30/2006,0.218360563,662
8/31/2006,0.23234827,663
9/1/2006,0.231714684,664
9/2/2006,0.239429844,665
9/3/2006,0.228959676,666
9/4/2006,0.225459185,667
9/5/2006,0.242568417,668
9/6/2006,0.239686689,669
9/7/2006,0.253113524,670
9/8/2006,0.26134617,671
9/9/2006,0.267546209,672
9/10/2006,0.268471225,673
9/11/2006,0.250904947,674
9/12/2006,0.218263424,675
9/13/2006,0.200924593,676
9/14/2006,0.253367858,677
9/15/2006,0.239729522,678
9/16/2006,0.257159178,679
9/17/2006,0.259582443,680
9/18/2006,0.277741455,681
9/19/2006,0.261154494,682
9/21/2006,0.304168491,683
9/22/2006,0.230627936,684
9/23/2006,0.271024838,685
9/24/2006,0.276917213,686
9/25/2006,0.293732609,687
9/26/2006,0.246592487,688
9/27/2006,0.264490543,689
9/28/2006,0.292792048,690
9/29/2006,0.293797015,691
9/30/2006,0.314257792,692
10/1/2006,0.29730238,693
10/2/2006,0.3184931,694
10/3/2006,0.268008942,695
10/4/2006,0.28122756,696
10/5/2006,0.292492198,697
10/6/2006,0.295064412,698
10/7/2006,0.358719895,699
10/8/2006,0.359573267,700
10/9/2006,0.350921657,701
10/10/2006,0.303607566,702
10/11/2006,0.331585744,703
10/12/2006,0.284324495,704
10/13/2006,0.306681739,705
10/14/2006,0.321438391,706
10/15/2006,0.344199013,707
10/16/2006,0.350166811,708
10/17/2006,0.297254873,709
10/18/2006,0.31959804,710
10/19/2006,0.293055483,711
10/20/2006,0.332964501,712
10/21/2006,0.290303541,713
10/23/2006,0.292885676,714
10/24/2006,0.313383203,715
10/25/2006,0.325955041,716
10/26/2006,0.297366681,717
10/27/2006,0.271791572,718
10/28/2006,0.31656397,719
10/29/2006,0.332206454,720
10/30/2006,0.342989527,721
10/31/2006,0.334162272,722
11/1/2006,0.322842156,723
11/2/2006,0.309569396,724
11/4/2006,0.291386992,725
11/5/2006,0.2902114,726
11/6/2006,0.301627721,727
11/7/2006,0.354738723,728
11/8/2006,0.372759892,729
11/9/2006,0.398098874,730
11/10/2006,0.409649939,731
11/11/2006,0.339031946,732
11/12/2006,0.343460212,733
11/13/2006,0.339878124,734
11/14/2006,0.317597461,735
11/15/2006,0.284697902,736
11/16/2006,0.286709765,737
11/17/2006,0.293133217,738
11/18/2006,0.265118181,739
11/19/2006,0.319892885,740
11/20/2006,0.234740664,741
11/21/2006,0.313311629,742
11/22/2006,0.339768438,743
11/24/2006,0.302315006,744
11/25/2006,0.301514913,745
11/26/2006,0.32685862,746
11/27/2006,0.291506664,747
11/28/2006,0.3369019,748
11/29/2006,0.325897395,749
11/30/2006,0.355265292,750
12/1/2006,0.326222807,751
12/2/2006,0.328813688,752
12/3/2006,0.303740422,753
12/4/2006,0.353148744,754
12/5/2006,0.343767118,755
12/6/2006,0.338967676,756
12/7/2006,0.365355602,757
12/8/2006,0.377046427,758
12/9/2006,0.410490779,759
12/10/2006,0.345830994,760
12/11/2006,0.355932465,761
12/12/2006,0.38065149,762
12/13/2006,0.323429547,763
12/14/2006,0.322099179,764
12/15/2006,0.289738772,765
12/16/2006,0.324599123,766
12/17/2006,0.259094292,767
12/18/2006,0.29208912,768
12/19/2006,0.330739378,769
12/20/2006,0.24618885,770
12/21/2006,0.337662767,771
12/22/2006,0.295718811,772
12/23/2006,0.270785448,773
12/24/2006,0.249237387,774
12/26/2006,0.305070776,775
12/27/2006,0.26390972,776
12/28/2006,0.309004128,777
12/29/2006,0.256917318,778
12/30/2006,0.304400869,779
1/1/2007,0.320580077,780
1/2/2007,0.298617131,781
1/3/2007,0.304950807,782
1/4/2007,0.339314978,783
1/5/2007,0.301590518,784
1/6/2007,0.355450671,785
1/7/2007,0.295228562,786
1/8/2007,0.340547802,787
1/9/2007,0.330303822,788
1/10/2007,0.32877146,789
1/11/2007,0.310308008,790
1/12/2007,0.331208917,791
1/13/2007,0.356631614,792
1/14/2007,0.321580331,793
1/15/2007,0.367708502,794
1/16/2007,0.304765836,795
1/17/2007,0.304423529,796
1/18/2007,0.296781815,797
1/19/2007,0.270397724,798
1/20/2007,0.294246993,799
1/21/2007,0.235575171,800
1/22/2007,0.305514452,801
1/23/2007,0.229469881,802
1/24/2007,0.283770257,803
1/25/2007,0.291613571,804
1/27/2007,0.284966721,805
1/28/2007,0.231434751,806
1/29/2007,0.267297194,807
1/30/2007,0.233330901,808
1/31/2007,0.29091792,809
2/1/2007,0.24865597,810
2/2/2007,0.284504522,811
2/3/2007,0.290093612,812
2/4/2007,0.314951621,813
2/5/2007,0.305472186,814
2/6/2007,0.248715103,815
2/7/2007,0.315730605,816
2/8/2007,0.297721545,817
2/9/2007,0.30503302,818
2/10/2007,0.289026521,819
2/11/2007,0.281222583,820
2/12/2007,0.296434458,821
2/13/2007,0.329712799,822
2/14/2007,0.304065335,823
2/15/2007,0.308323887,824
2/16/2007,0.332292575,825
2/17/2007,0.292445467,826
2/18/2007,0.341177315,827
2/19/2007,0.286151102,828
2/20/2007,0.310040358,829
2/21/2007,0.287939398,830
2/22/2007,0.271880699,831
2/23/2007,0.280565996,832
2/24/2007,0.243669048,833
2/25/2007,0.279822604,834
2/26/2007,0.260975163,835
2/28/2007,0.275595963,836
3/1/2007,0.255364094,837
3/2/2007,0.297879843,838
3/3/2007,0.311297058,839
3/4/2007,0.349983619,840
3/5/2007,0.322171235,841
3/6/2007,0.330574116,842
3/7/2007,0.310145206,843
3/8/2007,0.288961314,844
3/9/2007,0.2844851,845
3/10/2007,0.307475738,846
3/11/2007,0.334991272,847
3/12/2007,0.295459315,848
3/13/2007,0.33568598,849
3/14/2007,0.275782327,850
3/15/2007,0.310871831,851
3/16/2007,0.309122,852
3/17/2007,0.317738248,853
3/18/2007,0.304635159,854
3/19/2007,0.250940266,855
3/20/2007,0.294264702,856
3/21/2007,0.310951092,857
3/22/2007,0.278646547,858
3/23/2007,0.243707464,859
3/24/2007,0.279728276,860
3/25/2007,0.280833734,861
3/26/2007,0.283473925,862
3/27/2007,0.303418288,863
3/28/2007,0.245354789,864
3/29/2007,0.296728392,865
3/30/2007,0.241060315,866
4/1/2007,0.278711133,867
4/2/2007,0.274822659,868
4/3/2007,0.292490438,869
4/4/2007,0.253902064,870
4/5/2007,0.302838853,871
4/6/2007,0.255540799,872
4/7/2007,0.311244129,873
4/8/2007,0.308858724,874
4/9/2007,0.312117104,875
4/10/2007,0.314842034,876
4/11/2007,0.307947278,877
4/12/2007,0.325181792,878
4/13/2007,0.279925441,879
4/14/2007,0.25882178,880
4/15/2007,0.246869975,881
4/16/2007,0.26265325,882
4/17/2007,0.273811354,883
4/18/2007,0.296545146,884
4/19/2007,0.327959644,885
4/20/2007,0.315256179,886
4/21/2007,0.345649919,887
4/22/2007,0.29836377,888
4/23/2007,0.300542936,889
4/24/2007,0.267984523,890
4/25/2007,0.268520063,891
4/26/2007,0.298649527,892
4/27/2007,0.281798102,893
4/28/2007,0.344994885,894
4/29/2007,0.269809426,895
4/30/2007,0.26320051,896
5/1/2007,0.271066018,897
5/3/2007,0.251019704,898
5/4/2007,0.257609902,899
5/5/2007,0.246099877,900
5/6/2007,0.27806431,901
5/7/2007,0.314996121,902
5/8/2007,0.313128228,903
5/9/2007,0.387633503,904
5/10/2007,0.314844349,905
5/11/2007,0.280877881,906
5/12/2007,0.304121585,907
5/13/2007,0.217944848,908
5/14/2007,0.231469415,909
5/15/2007,0.224816572,910
5/16/2007,0.264872545,911
5/17/2007,0.289419056,912
5/18/2007,0.352722646,913
5/19/2007,0.315707349,914
5/20/2007,0.292088776,915
5/21/2007,0.295579821,916
5/22/2007,0.297038329,917
5/23/2007,0.331276211,918
5/24/2007,0.30173676,919
5/25/2007,0.289956587,920
5/26/2007,0.24441061,921
5/27/2007,0.324456388,922
5/28/2007,0.32040739,923
5/29/2007,0.277836117,924
5/30/2007,0.32820252,925
5/31/2007,0.263121503,926
6/1/2007,0.30911789,927
6/2/2007,0.286682265,928
6/4/2007,0.283945352,929
6/5/2007,0.19351288,930
